aX,aY,aZ,gX,gY,gZ
-0.639,0.523,-3.007,278.259,52.429,-59.753
-0.571,0.425,-3.132,313.660,34.302,-81.726
-0.519,0.276,-3.091,359.253,19.348,-105.957
-0.500,0.113,-2.887,407.715,12.634,-125.671
-0.458,-0.030,-2.625,455.750,12.207,-143.188
-0.415,-0.096,-2.380,490.906,12.939,-160.889
-0.388,-0.163,-2.214,513.123,11.963,-176.025
-0.319,-0.222,-2.170,525.452,10.986,-184.631
-0.209,-0.160,-2.252,522.278,10.254,-183.533
-0.162,-0.038,-2.382,514.587,5.371,-169.983
-0.226,-0.050,-2.308,517.822,-10.315,-153.809
-0.338,-0.098,-2.022,530.396,-34.973,-147.095
-0.461,-0.130,-1.652,535.767,-61.890,-151.794
-0.565,-0.260,-1.273,528.687,-82.642,-169.006
-0.599,-0.456,-0.909,515.259,-96.497,-198.120
-0.534,-0.678,-0.609,497.925,-112.793,-228.516
-0.385,-0.843,-0.435,478.516,-128.540,-245.667
-0.219,-0.938,-0.344,462.097,-137.756,-243.591
-0.142,-1.029,-0.238,444.885,-135.254,-225.769
-0.049,-1.052,-0.147,433.350,-127.686,-200.378
-0.009,-1.024,-0.133,424.500,-123.779,-173.950
0.005,-1.013,-0.138,413.147,-121.216,-148.010
0.022,-1.043,-0.186,400.757,-113.586,-120.789
-0.024,-1.116,-0.222,394.348,-100.952,-90.881
-0.028,-1.200,-0.197,395.264,-86.548,-62.500
-0.167,-1.320,-0.157,398.926,-72.876,-40.466
-0.362,-1.519,-0.036,404.724,-60.852,-28.931
-0.560,-1.882,0.231,417.847,-49.194,-31.860
-0.818,-2.484,0.732,438.049,-31.677,-47.546
-1.071,-3.291,1.522,450.745,-7.568,-63.660
-1.403,-4.000,2.483,422.180,28.076,-78.430
-1.308,-4.000,3.589,334.717,72.937,-99.854
-0.722,-4.000,4.000,220.886,101.624,-134.521
-0.110,-4.000,4.000,104.736,89.233,-165.100
0.439,-3.321,4.000,-4.944,45.349,-159.912
0.709,-2.421,3.558,-108.093,10.071,-116.516
0.623,-1.690,2.410,-193.787,-7.874,-59.814
0.247,-1.149,1.063,-243.774,-20.996,-9.888
-0.121,-0.660,-0.059,-272.827,-26.794,33.081
-0.230,-0.161,-0.615,-292.908,-5.127,66.711
-0.050,0.268,-0.743,-262.939,37.292,84.595
0.067,0.485,-0.654,-207.153,71.960,82.520
0.154,0.493,-0.322,-147.888,75.256,68.298
0.217,0.381,0.081,-97.717,73.486,56.335
0.248,0.217,0.536,-66.467,80.933,48.035
0.328,0.055,0.934,-61.340,86.731,45.959
0.354,-0.148,1.246,-80.139,79.590,46.143
0.376,-0.334,1.495,-114.319,63.660,49.072
0.364,-0.415,1.619,-156.006,44.006,55.542
0.329,-0.456,1.585,-202.820,24.780,61.035
0.291,-0.486,1.431,-247.864,11.292,65.125
0.285,-0.507,1.232,-284.912,5.615,70.251
0.290,-0.507,1.032,-305.237,6.226,79.956
0.276,-0.465,0.873,-310.425,12.268,95.337
0.245,-0.420,0.801,-306.946,24.353,113.220
0.190,-0.407,0.805,-302.734,39.917,130.493
0.144,-0.372,0.833,-301.758,57.251,145.996
0.117,-0.323,0.851,-306.458,71.411,155.823
0.097,-0.286,0.838,-319.214,77.209,158.386
0.085,-0.288,0.794,-335.571,72.693,156.921
0.071,-0.279,0.721,-356.384,62.744,153.381
0.041,-0.278,0.615,-378.967,53.345,148.132
0.009,-0.300,0.494,-400.391,44.800,142.639
-0.020,-0.336,0.319,-416.443,35.583,137.268
-0.058,-0.347,0.119,-424.316,26.917,133.789
-0.080,-0.304,-0.070,-426.514,20.142,135.376
-0.102,-0.256,-0.240,-426.819,16.541,138.000
-0.134,-0.245,-0.425,-426.880,17.029,137.207
-0.187,-0.231,-0.622,-428.650,20.142,135.254
-0.225,-0.211,-0.828,-430.237,26.855,134.460
-0.245,-0.173,-1.028,-431.335,39.856,134.399
-0.280,-0.169,-1.188,-433.716,59.265,135.132
-0.338,-0.174,-1.279,-432.617,81.421,136.719
-0.398,-0.172,-1.323,-424.072,99.915,137.573
-0.412,-0.159,-1.355,-407.532,107.056,132.263
-0.430,-0.153,-1.385,-384.949,97.046,122.131
-0.439,-0.157,-1.459,-360.840,74.219,112.793
-0.425,-0.165,-1.585,-341.431,45.227,105.957
-0.419,-0.176,-1.757,-334.106,20.813,98.877
-0.465,-0.212,-1.968,-335.510,15.686,93.933
-0.514,-0.188,-2.224,-331.238,35.461,96.680
-0.567,-0.074,-2.431,-310.242,65.674,104.858
-0.655,0.130,-2.555,-267.273,81.177,109.619
-0.737,0.350,-2.520,-217.163,66.406,103.577
-0.729,0.499,-2.363,-172.485,31.799,84.534
-0.657,0.531,-2.126,-140.808,-6.165,57.007
-0.581,0.478,-1.883,-117.004,-40.100,30.518
-0.561,0.403,-1.706,-97.961,-60.974,12.878
-0.564,0.409,-1.514,-87.036,-66.589,7.263
-0.586,0.446,-1.382,-76.355,-62.439,5.920
-0.614,0.485,-1.266,-69.824,-54.626,3.540
-0.605,0.527,-1.194,-67.383,-43.030,0.732
-0.554,0.540,-1.166,-71.411,-29.602,-2.686
-0.476,0.520,-1.170,-79.468,-18.250,-7.141
-0.376,0.503,-1.190,-88.318,-11.169,-10.437
-0.261,0.488,-1.207,-95.093,-8.667,-12.390
-0.163,0.440,-1.216,-100.769,-10.803,-13.977
-0.089,0.375,-1.207,-104.614,-17.151,-14.648
-0.043,0.302,-1.180,-106.201,-27.344,-14.465
-0.013,0.248,-1.119,-105.286,-39.307,-12.878
0.004,0.191,-1.086,-100.281,-48.035,-9.644
-0.006,0.150,-1.057,-96.375,-51.819,-4.700
-0.045,0.123,-1.058,-96.069,-48.828,1.892
-0.105,0.101,-1.089,-96.680,-38.940,11.414
-0.156,0.109,-1.133,-91.614,-25.330,22.888
-0.175,0.156,-1.181,-80.383,-10.010,30.090
-0.183,0.202,-1.197,-72.754,0.977,31.677
-0.184,0.208,-1.211,-69.580,6.775,29.480
-0.166,0.197,-1.237,-67.627,8.240,26.306
-0.147,0.169,-1.262,-65.613,5.859,22.095
-0.123,0.143,-1.284,-62.012,1.587,18.005
-0.096,0.123,-1.299,-56.396,-0.122,15.198

-0.477,0.227,-2.443,49.927,26.428,29.541
-0.632,0.277,-2.718,75.684,49.438,21.545
-0.732,0.228,-2.966,115.723,74.158,5.920
-0.792,0.046,-3.232,169.495,86.731,-15.686
-0.774,-0.063,-3.527,227.478,83.008,-36.560
-0.689,-0.117,-3.723,274.292,69.458,-54.993
-0.610,-0.234,-3.774,313.660,49.927,-71.777
-0.579,-0.427,-3.722,349.243,27.710,-83.435
-0.548,-0.558,-3.534,377.930,5.798,-87.830
-0.510,-0.580,-3.246,408.081,-15.442,-91.858
-0.453,-0.602,-2.898,437.805,-29.541,-98.694
-0.400,-0.644,-2.620,457.642,-23.132,-102.600
-0.356,-0.708,-2.483,463.806,7.507,-101.257
-0.352,-0.758,-2.482,463.684,54.565,-97.534
-0.376,-0.707,-2.493,462.646,96.680,-96.252
-0.399,-0.671,-2.401,476.135,116.882,-99.609
-0.394,-0.733,-2.141,504.089,118.774,-109.985
-0.383,-0.818,-1.792,532.654,108.643,-128.784
-0.402,-0.943,-1.409,552.673,88.928,-156.799
-0.421,-1.106,-1.032,562.195,61.279,-192.139
-0.429,-1.273,-0.739,558.838,26.794,-231.140
-0.427,-1.432,-0.505,541.321,-17.517,-270.020
-0.404,-1.608,-0.293,518.860,-74.158,-303.345
-0.288,-1.743,-0.066,500.244,-138.550,-325.195
-0.097,-1.769,0.228,483.337,-202.209,-326.721
0.013,-1.724,0.202,479.248,-251.099,-307.251
-0.014,-1.617,0.275,463.379,-279.785,-270.020
-0.015,-1.551,0.234,451.721,-280.762,-221.619
-0.189,-1.478,0.163,449.158,-250.854,-175.903
-0.289,-1.440,0.265,442.871,-192.078,-133.240
-0.256,-1.518,0.398,437.500,-126.953,-100.098
-0.253,-1.631,0.568,440.491,-69.580,-83.740
-0.177,-1.754,0.851,450.134,-27.161,-69.885
-0.137,-1.878,1.176,456.299,-7.629,-49.133
-0.204,-1.984,1.622,453.613,-7.141,-29.175
-0.283,-2.130,2.090,434.631,-7.629,-18.005
-0.205,-2.345,2.579,394.653,4.395,-11.536
-0.176,-2.644,3.047,330.811,31.067,-1.587
-0.165,-2.877,3.450,245.117,64.209,16.663
-0.045,-2.841,3.605,148.743,91.980,32.471
0.032,-2.462,3.509,63.965,99.426,24.536
0.219,-1.907,3.115,6.836,78.125,0.977
0.359,-1.456,2.667,-55.603,36.316,-9.216
0.363,-1.118,2.193,-126.892,-6.470,-0.366
0.294,-0.850,1.627,-184.082,-34.424,20.203
0.198,-0.619,1.111,-223.022,-45.898,34.851
0.147,-0.457,0.698,-239.136,-49.683,39.001
0.102,-0.303,0.500,-239.502,-45.166,38.696
0.079,-0.175,0.481,-225.708,-32.715,41.260
0.096,-0.076,0.559,-204.041,-12.146,44.800
0.125,-0.026,0.667,-186.523,9.827,44.800
0.127,-0.072,0.798,-180.359,24.719,43.213
0.135,-0.199,0.949,-183.289,32.227,44.434
0.158,-0.313,1.115,-188.293,38.452,46.570
0.238,-0.378,1.277,-194.885,42.114,48.706
0.275,-0.402,1.398,-209.839,37.903,51.575
0.318,-0.412,1.417,-235.107,26.245,53.528
0.346,-0.430,1.344,-267.273,12.329,55.847
0.366,-0.452,1.213,-299.622,1.587,62.378
0.367,-0.459,1.068,-325.684,-0.916,74.463
0.311,-0.440,0.949,-340.637,4.761,90.454
0.241,-0.402,0.855,-347.046,18.250,106.323
0.177,-0.360,0.772,-351.562,35.095,118.652
0.110,-0.341,0.691,-359.070,47.852,127.441
0.047,-0.337,0.595,-368.896,53.528,135.681
-0.007,-0.323,0.469,-379.211,54.138,142.029
-0.059,-0.288,0.317,-390.320,50.659,144.592
-0.126,-0.261,0.171,-401.550,42.542,142.517
-0.168,-0.280,0.043,-410.461,33.630,135.620
-0.208,-0.310,-0.100,-413.391,29.053,127.502
-0.236,-0.316,-0.281,-409.241,31.738,121.460
-0.279,-0.298,-0.480,-401.428,38.757,117.004
-0.337,-0.288,-0.645,-390.686,44.739,113.037
-0.352,-0.310,-0.801,-376.526,49.316,107.727
-0.371,-0.310,-0.939,-365.051,55.420,100.037
-0.385,-0.310,-1.082,-357.605,62.378,92.224
-0.357,-0.347,-1.225,-351.807,63.599,86.548
-0.338,-0.376,-1.342,-349.121,61.340,86.426
-0.334,-0.366,-1.430,-350.281,62.256,92.163
-0.323,-0.348,-1.498,-349.915,58.960,98.877
-0.358,-0.376,-1.542,-352.234,40.466,103.088
-0.388,-0.386,-1.617,-360.352,13.733,105.408
-0.372,-0.331,-1.734,-368.530,-9.827,105.164
-0.362,-0.286,-1.886,-370.789,-28.503,100.769
-0.386,-0.231,-2.029,-366.150,-42.603,94.666
-0.392,-0.124,-2.134,-350.037,-48.523,87.952
-0.386,-0.012,-2.193,-322.205,-45.288,78.308
-0.389,0.068,-2.227,-290.955,-36.804,67.139
-0.384,0.120,-2.221,-261.780,-31.006,55.847
-0.343,0.150,-2.183,-234.375,-31.738,44.312
-0.297,0.165,-2.112,-207.581,-41.138,32.227
-0.254,0.186,-2.017,-181.458,-53.284,22.766
-0.241,0.214,-1.925,-159.912,-62.317,17.456
-0.259,0.223,-1.839,-142.700,-68.054,15.076
-0.295,0.212,-1.759,-129.883,-69.153,14.343
-0.334,0.195,-1.712,-118.042,-67.749,10.742
-0.361,0.199,-1.699,-105.286,-65.125,3.784
-0.315,0.222,-1.715,-96.191,-59.021,-2.563
-0.236,0.243,-1.747,-90.027,-49.744,-7.812
-0.167,0.241,-1.765,-81.360,-37.659,-10.315
-0.129,0.226,-1.750,-68.359,-24.597,-7.629
-0.128,0.232,-1.695,-52.551,-12.878,-2.197
-0.166,0.255,-1.606,-35.706,-3.052,2.747
-0.219,0.274,-1.502,-22.034,4.089,5.615
-0.256,0.284,-1.396,-12.695,8.667,6.165
-0.270,0.291,-1.300,-7.874,11.841,4.272
-0.248,0.288,-1.224,-7.629,13.672,-0.366
-0.198,0.280,-1.172,-10.925,11.963,-5.371
-0.132,0.269,-1.148,-15.991,8.667,-9.033
-0.076,0.249,-1.150,-20.996,4.211,-10.315
-0.031,0.235,-1.167,-24.536,-1.587,-10.254
0.003,0.223,-1.179,-26.245,-8.606,-9.155
0.021,0.216,-1.184,-26.367,-14.221,-6.287
0.017,0.227,-1.214,-24.780,-14.648,-2.441
0.017,0.573,-1.957,-27.405,-21.240,-2.808
-0.321,0.159,-1.500,-14.893,-53.650,-7.507
-0.039,0.010,-1.108,16.541,-32.532,-0.793
0.007,0.096,-0.792,28.442,-3.662,-5.066
-0.084,0.178,-0.885,22.827,7.141,-13.977

-0.448,0.370,-2.024,77.576,44.189,20.081
-0.549,0.404,-2.135,96.008,47.974,15.869
-0.614,0.428,-2.299,109.009,41.260,4.883
-0.615,0.456,-2.558,119.995,24.353,-9.705
-0.601,0.442,-2.906,134.766,-2.197,-27.649
-0.584,0.340,-3.288,158.569,-34.607,-45.715
-0.600,0.109,-3.566,199.219,-62.317,-61.279
-0.605,-0.204,-3.612,260.437,-67.444,-71.350
-0.546,-0.512,-3.422,338.867,-47.302,-76.416
-0.461,-0.621,-3.127,417.480,-14.954,-82.947
-0.408,-0.642,-2.764,471.619,13.672,-90.820
-0.262,-0.632,-2.414,497.131,33.325,-93.750
-0.147,-0.606,-2.116,505.432,43.091,-95.032
-0.080,-0.533,-1.932,502.625,47.424,-92.834
-0.075,-0.454,-1.841,492.859,47.302,-86.426
-0.070,-0.413,-1.791,483.154,44.250,-79.651
-0.071,-0.384,-1.751,474.182,39.612,-76.599
-0.126,-0.377,-1.643,471.558,33.203,-78.979
-0.158,-0.422,-1.393,480.713,23.437,-89.355
-0.183,-0.490,-1.088,491.882,11.047,-107.056
-0.202,-0.534,-0.849,494.751,-3.601,-128.540
-0.230,-0.613,-0.644,484.558,-28.442,-150.818
-0.229,-0.724,-0.498,466.309,-62.378,-170.044
-0.192,-0.798,-0.435,446.045,-94.666,-183.960
-0.103,-0.768,-0.481,422.791,-121.216,-188.293
-0.058,-0.749,-0.554,405.334,-143.921,-182.739
-0.022,-0.787,-0.449,403.564,-158.936,-176.453
-0.007,-0.821,-0.276,413.879,-163.208,-169.617
-0.051,-0.817,-0.059,421.387,-159.668,-161.743
-0.100,-0.812,0.113,421.448,-154.480,-155.884
-0.102,-0.802,0.260,411.865,-151.184,-149.902
-0.064,-0.817,0.347,395.020,-146.545,-141.418
0.008,-0.876,0.421,374.023,-139.709,-129.272
0.031,-0.967,0.504,354.126,-134.827,-110.474
0.022,-1.038,0.645,339.294,-132.202,-85.022
0.034,-1.074,0.799,324.646,-127.014,-56.641
-0.158,-1.238,1.013,309.387,-116.211,-26.428
-0.441,-1.555,1.288,305.725,-91.431,5.981
-0.846,-2.015,1.699,320.984,-47.546,31.555
-1.226,-2.612,2.338,343.933,13.977,44.922
-1.398,-3.317,3.119,339.294,93.750,52.979
-1.105,-3.682,3.971,280.762,173.157,47.302
-0.419,-3.306,4.000,185.486,215.576,10.132
0.054,-2.408,4.000,77.026,182.495,-43.579
0.294,-1.710,3.981,-37.598,88.379,-72.205
0.177,-1.397,3.096,-175.537,-16.418,-58.777
0.072,-1.246,2.050,-291.443,-85.510,-29.358
-0.121,-1.217,0.968,-340.210,-110.840,-18.005
-0.230,-1.093,0.404,-361.389,-94.116,-25.330
-0.205,-0.812,0.311,-348.999,-50.415,-28.809
-0.115,-0.494,0.447,-291.321,2.136,-19.470
-0.057,-0.307,0.651,-233.765,53.284,-3.662
-0.031,-0.232,0.813,-205.383,96.680,12.512
-0.009,-0.235,0.916,-201.355,124.268,26.123
0.065,-0.253,0.974,-206.909,138.550,34.729
0.106,-0.244,0.982,-218.262,137.939,40.833
0.132,-0.255,0.965,-231.262,128.967,45.776
0.183,-0.281,0.954,-246.704,120.178,49.133
0.221,-0.286,0.903,-266.479,109.680,55.481
0.213,-0.259,0.786,-291.992,96.436,63.477
0.184,-0.236,0.626,-322.021,81.909,71.716
0.156,-0.220,0.444,-349.854,71.289,79.041
0.146,-0.187,0.252,-368.652,67.871,83.740
0.145,-0.144,0.090,-378.479,68.848,87.280
0.161,-0.100,-0.040,-383.301,72.571,92.896
0.183,-0.056,-0.163,-387.634,81.177,103.149
0.187,-0.037,-0.292,-394.348,96.191,119.141
0.172,-0.054,-0.435,-401.794,113.647,138.794
0.115,-0.077,-0.602,-403.748,128.113,157.532
0.069,-0.078,-0.786,-400.146,141.418,175.659
-0.011,-0.100,-0.931,-391.357,154.175,191.589
-0.087,-0.098,-1.033,-366.943,162.659,203.491
-0.102,-0.050,-1.053,-331.787,165.833,208.252
-0.171,-0.007,-1.041,-307.922,162.842,205.078
-0.223,-0.014,-1.044,-301.147,152.405,201.660
-0.267,-0.044,-1.118,-305.542,135.498,201.355
-0.354,-0.051,-1.258,-315.552,118.591,205.811
-0.481,-0.026,-1.420,-327.637,107.483,213.867
-0.633,0.048,-1.629,-337.769,98.633,220.032
-0.826,0.181,-1.850,-343.140,88.257,218.628
-0.962,0.322,-1.988,-335.754,74.341,205.139
-0.997,0.441,-2.027,-310.669,53.345,176.880
-0.978,0.500,-1.983,-276.978,23.193,137.573
-0.910,0.525,-1.896,-242.493,-13.245,97.351
-0.808,0.530,-1.773,-210.022,-53.345,60.608
-0.708,0.486,-1.621,-184.204,-89.905,28.198
-0.602,0.425,-1.474,-165.771,-114.929,3.540
-0.511,0.382,-1.347,-156.067,-126.282,-10.986
-0.453,0.358,-1.276,-152.222,-127.258,-15.625
-0.380,0.321,-1.241,-153.503,-118.835,-12.817
-0.310,0.291,-1.244,-156.250,-101.746,-7.019
-0.262,0.265,-1.280,-155.334,-79.895,-0.122
-0.243,0.262,-1.319,-150.696,-56.152,10.498
-0.245,0.303,-1.359,-143.250,-32.654,22.583
-0.266,0.325,-1.395,-135.437,-12.878,32.471
-0.325,0.317,-1.443,-130.920,-0.793,39.246
-0.375,0.310,-1.523,-128.601,4.333,42.542
-0.401,0.324,-1.599,-124.695,4.639,41.077
-0.389,0.351,-1.663,-117.188,2.014,33.142
-0.335,0.382,-1.672,-105.957,-3.113,19.897
-0.256,0.401,-1.652,-87.158,-7.446,4.639
-0.180,0.407,-1.627,-61.035,-12.024,-8.911
-0.139,0.358,-1.542,-40.405,-20.325,-18.677
-0.096,0.292,-1.358,-31.128,-31.067,-22.095
-0.097,0.258,-1.265,-21.301,-40.405,-21.973
-0.126,0.261,-1.166,-18.921,-47.241,-18.433
-0.129,0.270,-1.122,-19.348,-47.241,-12.268
-0.131,0.259,-1.109,-23.254,-40.955,-7.385
-0.130,0.242,-1.103,-26.672,-32.410,-5.493
-0.080,0.229,-1.108,-25.818,-21.423,-2.625
-0.033,0.210,-1.087,-23.071,-9.033,1.404
-0.022,0.181,-1.036,-19.714,2.319,4.944
-0.027,0.173,-0.977,-15.015,9.949,7.935
-0.025,0.163,-0.941,-11.475,12.207,10.681
-0.045,0.154,-0.913,-13.611,9.644,13.489
-0.083,0.172,-0.902,-18.433,4.089,16.541
-0.107,0.195,-0.916,-24.231,-0.610,18.005
-0.134,0.201,-0.945,-31.128,-3.174,17.456
-0.160,0.189,-0.983,-36.377,-5.249,16.052

-0.458,0.288,-2.285,173.584,74.341,-23.132
-0.629,0.363,-2.635,185.181,81.604,-26.245
-0.752,0.474,-3.061,193.237,86.487,-27.100
-0.868,0.424,-3.584,212.402,89.478,-37.842
-0.969,0.246,-4.000,247.437,87.280,-58.289
-1.017,-0.016,-4.000,304.382,78.735,-82.703
-0.974,-0.273,-4.000,388.000,72.571,-111.755
-0.938,-0.477,-3.978,476.746,70.496,-144.470
-0.923,-0.626,-3.572,541.504,62.866,-175.293
-0.808,-0.693,-3.098,587.158,48.462,-199.524
-0.666,-0.708,-2.673,614.563,31.189,-217.712
-0.545,-0.662,-2.332,617.371,16.541,-224.304
-0.464,-0.593,-2.016,608.643,7.629,-222.046
-0.405,-0.596,-1.697,600.342,-0.183,-220.276
-0.386,-0.563,-1.477,590.454,-8.240,-217.041
-0.463,-0.502,-1.417,573.486,-13.123,-210.388
-0.515,-0.536,-1.386,557.495,-15.320,-206.116
-0.473,-0.594,-1.347,548.401,-18.982,-216.064
-0.445,-0.562,-1.351,539.795,-27.832,-231.628
-0.411,-0.652,-1.274,534.058,-41.321,-241.455
-0.337,-0.824,-1.024,534.973,-56.580,-253.418
-0.302,-1.033,-0.705,535.461,-68.176,-269.470
-0.245,-1.235,-0.389,525.330,-81.970,-280.457
-0.246,-1.319,-0.184,507.935,-98.511,-279.968
-0.241,-1.334,-0.081,485.901,-112.915,-266.479
-0.130,-1.403,-0.080,460.632,-121.460,-245.422
-0.151,-1.512,-0.168,434.814,-122.437,-219.482
-0.233,-1.648,-0.263,417.480,-113.098,-183.044
-0.280,-1.845,-0.309,412.903,-94.116,-145.752
-0.341,-2.116,-0.161,423.340,-70.984,-120.605
-0.407,-2.466,0.172,443.481,-46.509,-104.980
-0.527,-2.944,0.658,461.975,-21.667,-97.351
-0.687,-3.529,1.148,470.703,5.554,-101.685
-0.771,-4.000,1.957,447.205,35.706,-115.417
-0.464,-4.000,3.030,366.821,69.824,-125.000
-0.190,-4.000,3.920,247.803,101.074,-123.047
0.323,-4.000,4.000,127.869,108.154,-109.375
0.778,-3.688,4.000,12.695,80.505,-76.904
0.897,-2.883,3.812,-98.633,31.494,-29.602
0.609,-2.317,2.705,-208.374,-11.719,23.071
0.064,-1.813,1.326,-289.856,-33.508,70.801
-0.345,-1.304,-0.053,-325.134,-37.109,98.328
-0.501,-0.695,-0.729,-340.759,-20.935,103.699
-0.283,-0.205,-0.852,-315.430,6.348,91.003
0.007,0.092,-0.581,-252.136,28.687,76.782
0.247,0.263,-0.216,-189.392,46.631,73.669
0.339,0.315,0.182,-150.208,66.467,79.224
0.364,0.289,0.572,-139.648,77.148,81.909
0.388,0.186,0.935,-151.367,68.604,82.520
0.446,0.087,1.178,-182.678,49.011,86.060
0.501,0.000,1.274,-227.722,30.945,90.271
0.515,-0.053,1.222,-278.198,18.494,97.473
0.530,-0.095,1.096,-326.416,7.263,110.474
0.529,-0.135,0.936,-365.601,-2.441,127.869
0.474,-0.176,0.736,-391.113,-4.517,148.682
0.353,-0.193,0.578,-401.672,4.272,170.532
0.222,-0.170,0.456,-391.785,22.278,189.575
0.101,-0.097,0.414,-370.483,41.260,201.111
-0.001,-0.025,0.421,-348.511,56.030,205.139
-0.077,0.050,0.467,-333.130,64.270,200.562
-0.126,0.106,0.500,-328.674,64.880,187.317
-0.165,0.133,0.535,-335.266,57.800,168.030
-0.183,0.145,0.534,-347.839,43.396,147.095
-0.200,0.154,0.493,-362.122,26.001,125.000
-0.209,0.157,0.415,-376.221,9.888,102.356
-0.205,0.140,0.323,-388.367,-1.892,80.933
-0.187,0.119,0.230,-398.865,-8.301,62.195
-0.157,0.104,0.108,-405.945,-7.935,47.363
-0.148,0.072,-0.020,-411.194,1.953,38.391
-0.150,0.037,-0.154,-415.588,21.423,36.133
-0.180,-0.006,-0.290,-420.410,47.729,39.001
-0.229,-0.044,-0.418,-424.866,73.792,43.884
-0.248,-0.082,-0.557,-426.453,91.797,47.485
-0.260,-0.183,-0.690,-426.758,97.473,49.011
-0.311,-0.344,-0.845,-431.335,98.145,53.284
-0.379,-0.483,-1.049,-446.838,105.347,63.721
-0.404,-0.569,-1.256,-472.900,121.948,74.951
-0.434,-0.590,-1.486,-499.023,140.442,81.360
-0.432,-0.573,-1.631,-511.658,142.456,87.158
-0.371,-0.514,-1.756,-499.329,126.465,88.623
-0.291,-0.442,-1.877,-472.412,99.731,82.336
-0.229,-0.374,-1.930,-436.523,73.364,72.021
-0.159,-0.346,-1.989,-388.611,55.237,61.951
-0.136,-0.313,-1.968,-338.318,40.833,56.946
-0.117,-0.298,-1.912,-286.499,27.893,55.481
-0.121,-0.340,-1.794,-241.943,13.184,56.885
-0.141,-0.439,-1.652,-206.848,-1.953,57.922
-0.144,-0.547,-1.511,-181.702,-14.648,60.791
-0.142,-0.618,-1.435,-164.062,-25.269,65.857
-0.149,-0.621,-1.386,-149.963,-34.668,71.533
-0.177,-0.526,-1.413,-139.526,-42.175,76.538
-0.261,-0.479,-1.483,-139.771,-45.837,81.604
-0.348,-0.443,-1.580,-146.118,-44.006,86.975
-0.433,-0.385,-1.678,-149.780,-37.048,87.219
-0.484,-0.316,-1.769,-146.667,-26.611,82.092
-0.491,-0.213,-1.837,-137.817,-12.573,75.134
-0.477,-0.091,-1.896,-120.667,3.235,67.078
-0.479,-0.042,-1.896,-100.647,17.883,56.458
-0.467,-0.078,-1.831,-81.421,25.574,45.471
-0.439,-0.123,-1.740,-59.509,24.231,36.499
-0.393,-0.141,-1.657,-39.368,16.418,30.151
-0.307,-0.141,-1.566,-27.893,5.493,26.184
-0.256,-0.129,-1.503,-23.315,-3.784,23.560
-0.229,-0.102,-1.467,-24.170,-12.085,22.095
-0.219,-0.089,-1.455,-26.550,-16.785,21.057
-0.209,-0.085,-1.450,-26.733,-14.954,17.395
-0.194,-0.079,-1.444,-22.095,-11.169,10.376
-0.161,-0.071,-1.415,-13.184,-8.179,2.747
-0.118,-0.090,-1.371,-2.869,-6.775,-4.089
-0.075,-0.099,-1.321,7.019,-5.005,-9.338
-0.028,-0.105,-1.269,15.137,-0.610,-13.367
0.004,-0.118,-1.227,21.973,3.845,-15.930
0.026,-0.138,-1.183,27.832,5.249,-15.930
0.043,-0.164,-1.133,31.860,4.517,-14.221
0.049,-0.179,-1.082,33.508,2.991,-10.132
0.032,-0.168,-1.035,32.104,0.427,-3.357
0.006,-0.140,-1.009,27.466,-2.869,4.333
-0.030,-0.106,-0.999,20.813,-6.409,10.803
-0.065,-0.082,-1.004,12.939,-9.338,14.587
