aX,aY,aZ,gX,gY,gZ
0.297,-0.692,1.291,-359.131,30.579,55.298
0.204,-0.624,1.188,-357.239,55.115,74.768
0.171,-0.479,1.134,-349.304,68.420,90.088
0.119,-0.426,1.078,-353.455,73.181,92.285
0.079,-0.402,0.971,-368.774,72.815,90.271
0.074,-0.389,0.828,-387.451,70.496,87.280
0.047,-0.404,0.691,-406.677,68.420,84.106
0.016,-0.427,0.568,-421.448,70.251,82.764
0.004,-0.434,0.464,-430.847,73.608,83.496
-0.006,-0.463,0.361,-435.120,74.402,87.402
-0.001,-0.455,0.273,-432.251,72.449,96.069
-0.018,-0.449,0.225,-429.443,73.364,103.333
-0.087,-0.476,0.178,-430.725,80.200,103.821
-0.142,-0.550,0.097,-435.669,89.844,99.670
-0.186,-0.661,-0.057,-441.223,96.191,90.088
-0.221,-0.777,-0.248,-454.407,96.741,77.637
-0.233,-0.949,-0.501,-476.318,91.553,67.261
-0.276,-1.190,-0.802,-503.235,82.520,61.890
-0.288,-1.475,-1.174,-526.184,72.937,64.270
-0.293,-1.582,-1.604,-540.588,60.913,72.754
-0.278,-1.559,-2.086,-543.762,49.133,80.505
-0.131,-1.435,-2.501,-534.851,39.307,83.862
-0.050,-1.304,-2.875,-510.681,27.832,82.214
-0.036,-1.092,-3.197,-462.463,17.700,80.811
0.004,-0.793,-3.349,-392.639,16.418,80.383
0.040,-0.534,-3.317,-315.613,22.461,73.792
0.012,-0.360,-3.184,-247.986,24.658,60.730
-0.069,-0.259,-2.996,-197.510,14.221,50.232
-0.152,-0.170,-2.779,-160.889,-4.395,48.645
-0.268,-0.007,-2.557,-133.484,-21.667,52.673
-0.416,0.199,-2.368,-114.075,-29.053,60.547
-0.525,0.375,-2.219,-104.675,-23.071,68.787
-0.568,0.506,-2.160,-100.220,-7.019,68.604
-0.552,0.566,-2.132,-93.933,10.559,56.641
-0.479,0.561,-2.102,-79.590,24.048,38.086
-0.364,0.521,-1.999,-56.946,28.870,20.142
-0.234,0.446,-1.830,-29.114,25.452,3.052
-0.092,0.362,-1.619,-3.052,13.855,-13.672
0.036,0.279,-1.413,16.235,-2.014,-29.785
0.182,0.183,-1.225,26.794,-16.907,-41.321
0.280,0.081,-1.057,29.541,-27.893,-45.349
0.312,0.009,-0.931,28.687,-32.837,-38.635
0.285,-0.017,-0.818,24.475,-30.762,-21.423
0.227,0.012,-0.756,16.541,-22.583,-0.610
0.148,0.080,-0.737,4.272,-11.902,18.433
0.066,0.126,-0.763,-13.855,-2.625,32.349
0.027,0.160,-0.836,-33.081,4.089,40.771
0.001,0.198,-0.940,-49.805,11.963,43.457
0.013,0.237,-1.083,-61.584,21.667,41.748
0.037,0.271,-1.211,-69.153,30.396,38.452
0.077,0.268,-1.332,-71.594,34.668,32.410
0.099,0.236,-1.407,-66.223,33.081,25.269
0.099,0.232,-1.445,-52.429,27.710,19.714
0.090,0.249,-1.431,-34.729,19.226,14.648
0.073,0.244,-1.362,-19.531,7.324,7.629
0.059,0.215,-1.274,-10.010,-5.493,0.061
0.052,0.198,-1.203,-4.761,-17.395,-5.737

-0.177,0.447,-2.301,53.162,32.593,42.969
-0.270,0.473,-2.412,86.426,38.208,37.903
-0.356,0.479,-2.454,124.695,50.598,28.687
-0.382,0.443,-2.437,166.016,67.200,14.465
-0.357,0.355,-2.422,204.041,83.252,-4.517
-0.343,0.242,-2.452,229.858,94.177,-23.254
-0.323,0.161,-2.540,243.835,95.703,-33.997
-0.280,0.114,-2.714,254.028,88.013,-41.260
-0.277,0.038,-2.929,266.907,70.801,-53.467
-0.277,-0.074,-3.092,288.025,45.349,-70.923
-0.272,-0.209,-3.183,322.754,16.052,-90.088
-0.291,-0.307,-3.123,367.371,-12.268,-109.070
-0.341,-0.413,-2.930,413.025,-35.217,-126.282
-0.371,-0.502,-2.644,455.200,-47.913,-138.855
-0.364,-0.561,-2.310,491.882,-47.058,-148.743
-0.285,-0.556,-2.014,520.020,-33.875,-153.809
-0.270,-0.538,-1.772,536.072,-15.686,-154.053
-0.262,-0.529,-1.560,537.476,-2.319,-153.992
-0.194,-0.477,-1.324,522.095,-3.845,-154.663
-0.116,-0.401,-1.093,494.812,-26.306,-154.724
-0.109,-0.248,-0.958,453.125,-70.618,-155.273
-0.210,-0.089,-0.974,398.132,-135.132,-157.532
-0.324,-0.046,-1.082,343.445,-203.491,-162.415
-0.350,-0.128,-1.067,318.237,-254.089,-173.889
-0.304,-0.291,-0.883,330.811,-271.606,-187.927
-0.236,-0.448,-0.601,358.521,-254.333,-193.176
-0.229,-0.561,-0.427,377.991,-217.834,-184.082
-0.150,-0.607,-0.304,374.939,-186.279,-162.842
-0.088,-0.665,-0.210,360.291,-170.776,-137.451
-0.086,-0.672,-0.192,345.703,-164.368,-109.863
-0.086,-0.731,-0.228,329.956,-158.875,-83.191
-0.146,-0.806,-0.233,326.111,-146.912,-64.636
-0.220,-0.891,-0.164,338.562,-131.287,-49.927
-0.248,-0.953,-0.024,357.178,-122.314,-38.208
-0.280,-1.028,0.139,372.192,-115.051,-34.119
-0.307,-1.141,0.393,383.362,-104.980,-35.156
-0.308,-1.237,0.752,387.756,-98.572,-36.804
-0.335,-1.332,1.128,381.531,-101.501,-37.964
-0.464,-1.467,1.447,364.441,-106.079,-35.339
-0.705,-1.784,1.803,341.431,-100.952,-28.381
-0.904,-2.211,2.273,329.285,-76.050,-25.330
-1.022,-2.622,2.822,317.322,-31.311,-36.316
-1.000,-3.017,3.460,275.574,2.625,-52.124
-0.718,-3.222,4.000,215.271,10.193,-47.180
-0.326,-2.955,4.000,135.681,-0.854,-25.391
0.086,-2.282,4.000,39.185,9.949,-13.611
0.271,-1.610,3.347,-66.101,29.175,-11.353
0.242,-0.999,2.246,-159.607,31.860,0.244
0.234,-0.449,0.965,-223.083,30.518,18.799
0.227,0.047,-0.084,-251.953,24.414,34.119
0.260,0.453,-0.595,-237.793,17.822,44.983
0.400,0.764,-0.692,-180.176,25.208,57.251
0.434,0.998,-0.534,-104.736,37.354,68.298
0.380,1.108,-0.289,-46.875,45.837,74.036
0.272,1.101,-0.050,-12.573,48.218,69.458
0.199,1.010,0.255,7.019,45.166,55.237
0.208,0.880,0.591,9.155,34.607,36.255
0.244,0.718,0.850,-7.446,13.916,20.874
0.198,0.553,0.961,-32.104,-7.263,8.911
0.133,0.410,0.989,-53.894,-23.437,-1.221
0.096,0.255,1.017,-67.566,-27.893,-8.423
0.074,0.112,1.074,-70.496,-19.714,-10.010
0.066,-0.013,1.184,-66.345,-6.592,-6.958
0.064,-0.135,1.330,-62.561,5.554,-3.357
0.026,-0.291,1.449,-60.791,19.714,-1.526
-0.032,-0.473,1.626,-61.279,32.776,1.221
-0.070,-0.616,1.816,-66.956,43.823,5.798
-0.064,-0.696,2.006,-77.637,51.331,7.690
-0.042,-0.738,2.134,-99.365,53.650,5.310
-0.008,-0.766,2.134,-130.981,52.307,1.953
0.019,-0.771,2.014,-166.992,52.246,2.319
0.038,-0.740,1.835,-202.087,58.594,7.996
0.074,-0.682,1.598,-233.643,69.885,18.250
0.094,-0.631,1.352,-261.597,81.116,31.311
0.093,-0.582,1.122,-284.058,91.797,46.875
0.056,-0.554,0.955,-299.500,103.638,63.843
0.034,-0.501,0.829,-308.411,117.432,78.308
0.037,-0.444,0.725,-315.186,129.822,88.257
0.041,-0.413,0.610,-325.745,140.625,94.421
0.049,-0.385,0.496,-335.571,149.048,97.961
0.057,-0.364,0.391,-344.727,152.588,98.633
0.064,-0.371,0.297,-354.980,151.184,97.900
0.059,-0.408,0.197,-365.662,146.790,98.083
0.052,-0.447,0.085,-373.108,141.602,100.098
0.044,-0.463,-0.035,-377.625,136.536,102.478
0.047,-0.475,-0.154,-382.996,131.348,103.699
0.024,-0.475,-0.278,-391.602,126.465,105.652
-0.016,-0.493,-0.402,-405.762,123.718,109.863
-0.041,-0.550,-0.526,-420.898,119.324,115.417
-0.065,-0.647,-0.651,-434.692,110.779,123.413
-0.155,-0.742,-0.791,-451.965,104.309,135.315
-0.266,-0.828,-0.983,-480.103,107.788,153.748
-0.375,-0.949,-1.201,-516.357,115.479,177.185
-0.503,-1.087,-1.452,-545.776,121.399,202.759
-0.601,-1.133,-1.796,-559.387,122.437,226.196
-0.708,-1.051,-2.140,-557.861,110.596,242.493
-0.843,-0.962,-2.470,-535.706,85.022,242.798
-0.918,-0.899,-2.742,-498.779,55.481,222.229
-0.903,-0.812,-2.951,-461.121,33.081,183.472
-0.872,-0.678,-3.133,-415.588,21.179,137.329
-0.834,-0.466,-3.245,-363.953,18.127,97.107
-0.775,-0.285,-3.219,-307.861,12.146,66.223
-0.650,-0.203,-3.098,-249.939,-5.981,43.274
-0.504,-0.107,-2.898,-192.200,-33.447,25.085
-0.359,0.048,-2.674,-138.184,-57.068,10.437
-0.234,0.176,-2.471,-96.191,-68.909,3.174
-0.146,0.222,-2.278,-69.885,-70.679,1.770
-0.131,0.204,-2.109,-52.124,-65.186,2.441
-0.131,0.208,-1.943,-32.593,-54.504,4.395
-0.112,0.237,-1.750,-10.437,-44.861,4.639
-0.095,0.267,-1.555,8.423,-33.569,1.465
-0.054,0.274,-1.385,17.273,-19.470,-1.953
-0.021,0.242,-1.268,19.775,-6.592,-4.700
-0.003,0.205,-1.200,19.165,3.967,-7.202
0.011,0.174,-1.166,12.878,11.963,-8.362
-0.001,0.152,-1.168,3.235,17.090,-7.263
-0.019,0.155,-1.196,-5.981,20.203,-4.089
-0.029,0.174,-1.227,-12.817,22.034,-1.526
-0.024,0.183,-1.251,-17.090,24.048,-0.366

-0.306,0.239,-2.157,61.829,53.040,10.986
-0.348,0.166,-2.224,93.079,51.331,-1.770
-0.392,0.057,-2.285,120.789,48.462,-16.663
-0.443,-0.051,-2.374,142.151,48.157,-28.564
-0.499,-0.156,-2.497,157.410,54.565,-35.339
-0.582,-0.281,-2.673,169.250,69.946,-39.612
-0.672,-0.389,-2.865,182.861,96.313,-43.457
-0.734,-0.464,-3.026,204.163,135.254,-49.194
-0.793,-0.516,-3.124,240.234,179.932,-62.744
-0.862,-0.520,-3.146,287.842,218.567,-85.815
-0.908,-0.509,-3.085,337.891,238.403,-113.647
-0.918,-0.539,-2.893,385.864,228.943,-147.583
-0.956,-0.639,-2.629,423.706,187.073,-191.101
-0.841,-0.770,-2.264,445.251,113.464,-241.211
-0.766,-0.971,-1.923,445.618,29.114,-284.912
-0.650,-1.113,-1.651,431.885,-46.814,-311.890
-0.528,-1.116,-1.471,424.011,-109.924,-322.205
-0.439,-1.044,-1.332,423.950,-150.696,-321.533
-0.346,-0.932,-1.226,429.687,-167.053,-309.875
-0.312,-0.839,-1.120,440.735,-163.757,-294.128
-0.289,-0.760,-0.996,456.177,-151.245,-276.062
-0.273,-0.751,-0.859,468.018,-142.883,-259.216
-0.281,-0.842,-0.665,472.351,-148.804,-249.023
-0.271,-0.920,-0.461,471.924,-164.185,-242.249
-0.281,-0.944,-0.260,464.417,-180.725,-236.206
-0.245,-0.960,-0.086,447.266,-195.862,-229.614
-0.189,-0.972,0.038,428.345,-206.665,-218.384
-0.199,-0.980,0.057,414.856,-205.627,-200.378
-0.175,-0.943,0.097,410.156,-201.172,-184.875
-0.169,-0.884,0.172,411.987,-198.853,-174.377
-0.148,-0.872,0.406,409.485,-196.350,-162.903
-0.055,-0.825,0.599,400.574,-196.106,-149.780
-0.044,-0.792,0.801,387.268,-199.341,-135.559
-0.035,-0.780,1.009,363.953,-195.312,-112.732
-0.133,-0.769,1.112,338.867,-182.678,-83.679
-0.334,-0.818,1.189,317.383,-164.551,-58.167
-0.567,-1.031,1.346,306.519,-140.686,-48.706
-0.814,-1.451,1.751,313.293,-115.601,-56.885
-1.091,-2.043,2.443,333.740,-91.858,-76.355
-1.067,-2.869,3.353,338.074,-81.299,-97.473
-0.764,-3.448,4.000,292.480,-83.923,-109.741
-0.257,-3.109,4.000,208.557,-96.008,-106.567
0.181,-2.128,4.000,109.680,-105.591,-93.506
0.481,-1.298,4.000,-7.385,-91.919,-71.716
0.486,-0.932,3.296,-140.869,-15.747,-47.241
0.353,-0.632,1.794,-240.417,89.966,-29.114
0.138,-0.244,0.271,-276.855,149.841,-3.662
0.140,0.181,-0.714,-275.757,152.527,23.865
0.280,0.490,-0.900,-232.788,120.789,44.006
0.482,0.650,-0.869,-155.640,88.257,61.462
0.432,0.836,-0.638,-74.829,58.777,66.101
0.492,0.931,-0.230,-18.372,34.607,59.875
0.484,0.891,0.234,1.709,25.452,53.345
0.436,0.741,0.558,-8.057,26.062,45.288
0.429,0.495,0.921,-36.560,16.541,37.170
0.409,0.269,1.223,-67.749,-4.883,34.485
0.334,0.115,1.396,-93.872,-26.306,36.987
0.258,-0.002,1.498,-116.089,-39.185,37.231
0.187,-0.115,1.579,-133.667,-40.649,32.715
0.134,-0.223,1.696,-144.714,-33.691,26.733
0.112,-0.305,1.848,-153.015,-21.790,23.682
0.096,-0.364,1.976,-161.194,-5.554,24.963
0.084,-0.410,2.058,-172.913,15.869,28.687
0.074,-0.466,2.089,-189.270,41.565,32.593
0.074,-0.500,2.057,-207.886,68.054,38.452
0.090,-0.500,1.972,-229.431,91.919,48.523
0.089,-0.498,1.818,-253.723,110.229,59.937
0.069,-0.489,1.622,-279.602,121.643,70.313
0.033,-0.474,1.409,-305.603,127.441,79.224
-0.001,-0.449,1.188,-330.261,130.493,85.571
-0.021,-0.421,0.969,-351.685,132.385,88.440
-0.039,-0.404,0.763,-369.690,132.996,88.257
-0.073,-0.405,0.583,-383.362,133.118,85.632
-0.105,-0.429,0.438,-391.479,132.446,81.848
-0.107,-0.470,0.339,-392.273,129.211,77.576
-0.066,-0.554,0.263,-395.569,124.023,73.120
-0.000,-0.623,0.198,-398.621,114.868,71.533
0.017,-0.668,0.126,-404.114,104.736,74.097
-0.037,-0.765,-0.006,-413.086,97.473,80.139
-0.066,-0.883,-0.188,-422.546,93.384,90.515
-0.160,-0.946,-0.429,-435.303,96.741,99.731
-0.254,-0.981,-0.709,-450.500,110.168,105.713
-0.265,-0.994,-1.016,-457.458,125.427,112.610
-0.298,-1.023,-1.266,-456.360,136.658,125.366
-0.382,-1.046,-1.467,-458.130,148.499,138.794
-0.455,-1.074,-1.643,-463.318,160.461,148.254
-0.520,-1.121,-1.838,-464.600,166.504,153.748
-0.541,-1.124,-1.981,-467.102,167.053,157.593
-0.536,-1.097,-2.100,-463.684,167.603,159.424
-0.521,-0.997,-2.188,-441.162,165.527,156.494
-0.507,-0.826,-2.236,-398.315,152.405,151.001
-0.498,-0.629,-2.215,-347.595,121.582,145.386
-0.493,-0.567,-2.167,-301.758,73.792,140.259
-0.548,-0.628,-2.077,-266.541,18.433,136.108
-0.656,-0.717,-1.969,-241.943,-27.710,134.460
-0.734,-0.767,-1.880,-227.173,-59.082,135.986
-0.802,-0.730,-1.818,-218.506,-76.904,133.118
-0.844,-0.614,-1.812,-214.172,-82.092,121.460
-0.825,-0.472,-1.866,-210.876,-78.613,101.196
-0.701,-0.371,-1.954,-207.458,-70.923,75.928
-0.570,-0.347,-2.020,-199.951,-59.875,47.607
-0.481,-0.352,-2.080,-180.298,-45.044,21.912
-0.409,-0.342,-2.109,-146.179,-29.602,6.714
-0.369,-0.346,-2.102,-110.718,-18.433,5.005
-0.336,-0.351,-2.078,-82.214,-11.963,13.000
-0.329,-0.336,-2.043,-59.021,-9.766,23.499
-0.352,-0.279,-2.005,-37.781,-7.324,33.508
-0.388,-0.200,-1.949,-19.470,-3.967,41.443
-0.418,-0.059,-1.889,-3.845,-1.160,45.349
-0.434,0.106,-1.824,10.742,3.113,42.297
-0.409,0.200,-1.744,21.179,9.888,29.602
-0.386,0.157,-1.662,26.001,17.334,9.460
-0.335,0.040,-1.565,29.541,23.804,-9.155
-0.240,-0.025,-1.454,35.339,28.137,-23.804
-0.122,-0.008,-1.365,38.818,28.259,-34.302
-0.012,0.000,-1.303,34.851,23.682,-39.978
0.076,-0.014,-1.250,27.100,16.785,-42.969
0.149,-0.036,-1.229,22.522,11.475,-43.396
0.221,-0.044,-1.229,24.048,10.071,-40.894

-0.522,0.055,-2.266,115.540,15.259,-17.151
-0.590,0.033,-2.464,127.625,24.475,-25.024
-0.642,0.018,-2.708,141.052,30.762,-39.307
-0.665,0.039,-2.994,163.452,35.828,-57.861
-0.694,-0.031,-3.259,197.632,40.833,-81.238
-0.735,-0.197,-3.434,242.798,45.959,-111.328
-0.730,-0.396,-3.459,301.880,53.650,-144.104
-0.682,-0.605,-3.277,371.460,60.730,-173.584
-0.543,-0.807,-2.922,436.707,58.350,-197.388
-0.433,-0.914,-2.435,480.652,37.903,-214.722
-0.386,-0.870,-2.025,498.840,1.465,-218.567
-0.426,-0.739,-1.827,491.943,-39.246,-208.374
-0.501,-0.600,-1.847,461.609,-77.026,-194.031
-0.551,-0.458,-1.983,430.664,-104.919,-179.932
-0.569,-0.361,-2.105,424.683,-113.342,-169.067
-0.557,-0.404,-2.097,440.491,-101.807,-166.260
-0.505,-0.496,-1.922,473.938,-76.721,-169.373
-0.393,-0.598,-1.625,515.686,-46.631,-174.622
-0.298,-0.694,-1.292,542.542,-26.428,-176.697
-0.270,-0.763,-0.989,545.044,-22.949,-173.645
-0.297,-0.759,-0.816,530.029,-33.203,-168.152
-0.376,-0.756,-0.674,507.019,-56.335,-170.105
-0.402,-0.803,-0.585,483.704,-87.952,-182.373
-0.370,-0.844,-0.512,458.008,-120.361,-198.059
-0.282,-0.868,-0.402,427.124,-146.851,-204.468
-0.192,-0.901,-0.290,398.987,-166.931,-202.332
-0.136,-0.943,-0.194,376.709,-187.439,-197.998
-0.074,-0.974,-0.095,361.145,-204.102,-189.087
-0.067,-1.009,0.021,353.943,-211.609,-173.828
-0.093,-1.039,0.136,352.661,-206.299,-153.259
-0.133,-1.101,0.305,351.562,-190.125,-129.639
-0.193,-1.182,0.510,346.802,-167.236,-107.666
-0.267,-1.272,0.705,340.637,-146.667,-93.872
-0.421,-1.429,0.923,336.487,-128.906,-87.280
-0.601,-1.742,1.235,337.158,-114.624,-87.219
-0.789,-2.167,1.745,348.206,-110.413,-99.304
-0.903,-2.772,2.595,369.446,-108.459,-116.638
-0.729,-3.619,3.757,373.962,-106.018,-124.939
-0.565,-3.965,4.000,322.693,-114.563,-110.962
-0.437,-3.608,4.000,228.577,-125.549,-84.229
-0.081,-2.897,4.000,104.492,-108.948,-52.673
0.494,-1.930,4.000,-27.710,-48.340,-16.541
0.611,-1.363,3.688,-160.767,37.537,10.071
0.501,-0.899,2.187,-265.991,115.845,37.354
0.021,-0.462,0.332,-321.716,167.175,82.031
-0.235,0.074,-1.033,-336.609,170.654,131.592
-0.228,0.626,-1.668,-297.424,137.024,147.888
-0.123,1.096,-1.690,-204.468,93.750,129.028
-0.041,1.300,-1.182,-107.544,59.265,90.820
0.047,1.258,-0.600,-38.818,39.185,51.086
0.126,1.034,-0.000,-8.545,31.372,24.475
0.298,0.741,0.605,-11.169,30.762,6.531
0.314,0.498,1.071,-37.292,14.954,0.305
0.318,0.258,1.450,-76.782,-12.329,1.709
0.319,0.100,1.607,-118.958,-30.823,3.906
0.302,-0.051,1.634,-159.119,-33.447,1.099
0.310,-0.193,1.615,-190.613,-25.269,-0.793
0.306,-0.313,1.602,-204.895,-10.803,4.578
0.257,-0.383,1.634,-205.017,5.066,17.761
0.193,-0.440,1.697,-199.280,24.109,34.424
0.188,-0.486,1.790,-194.702,43.579,49.194
0.244,-0.507,1.859,-198.364,65.125,59.692
0.285,-0.510,1.862,-211.121,85.876,67.688
0.281,-0.491,1.768,-233.948,100.891,77.576
0.252,-0.469,1.578,-264.099,110.168,88.196
0.245,-0.465,1.361,-296.814,116.211,96.313
0.234,-0.466,1.149,-327.515,121.033,103.943
0.198,-0.484,0.947,-353.699,124.329,114.563
0.144,-0.507,0.737,-372.742,125.671,128.052
0.058,-0.535,0.563,-388.245,124.390,142.151
-0.055,-0.551,0.399,-397.888,120.239,153.076
-0.167,-0.532,0.236,-402.405,110.962,158.020
-0.223,-0.519,0.104,-405.518,95.886,155.029
-0.265,-0.563,-0.006,-411.194,79.895,146.057
-0.292,-0.650,-0.175,-416.870,71.472,134.094
-0.348,-0.703,-0.417,-421.753,74.951,124.756
-0.402,-0.702,-0.638,-424.072,91.309,118.591
-0.425,-0.684,-0.827,-421.448,108.215,110.779
-0.448,-0.729,-1.012,-418.091,116.638,100.952
-0.519,-0.794,-1.220,-416.870,122.559,92.896
-0.532,-0.836,-1.423,-418.701,132.080,88.440
-0.514,-0.891,-1.575,-420.288,137.695,86.975
-0.503,-0.986,-1.738,-415.955,130.859,91.797
-0.508,-1.062,-1.885,-409.912,112.244,102.539
-0.496,-1.048,-2.003,-407.532,82.947,113.892
-0.449,-0.954,-2.140,-404.175,48.950,118.042
-0.436,-0.859,-2.281,-399.292,17.761,114.929
-0.449,-0.761,-2.424,-388.733,-3.723,109.192
-0.479,-0.650,-2.534,-363.770,-13.245,106.812
-0.479,-0.470,-2.544,-322.998,-13.428,108.826
-0.498,-0.282,-2.448,-274.231,-11.536,107.422
-0.554,-0.171,-2.315,-227.600,-13.306,97.839
-0.571,-0.078,-2.192,-186.218,-23.865,79.224
-0.491,-0.023,-2.064,-154.541,-40.894,53.955
-0.381,-0.022,-1.981,-139.404,-50.537,31.189
-0.310,-0.031,-1.967,-136.597,-50.537,18.250
-0.270,-0.001,-1.993,-136.047,-45.227,17.090
-0.248,0.093,-2.030,-131.714,-38.513,24.658
-0.244,0.176,-2.061,-124.634,-31.006,33.020
-0.258,0.229,-2.098,-114.624,-20.508,37.659
-0.280,0.264,-2.116,-97.168,-9.399,36.865
-0.286,0.291,-2.102,-73.059,1.343,32.532
-0.313,0.277,-2.058,-44.861,11.597,27.100
-0.346,0.267,-1.974,-16.479,17.578,22.339
-0.364,0.265,-1.839,9.583,19.104,16.357
-0.352,0.249,-1.706,28.687,17.273,6.714
-0.332,0.223,-1.593,41.138,9.888,-5.188
-0.279,0.180,-1.473,46.021,-3.235,-17.334
-0.209,0.114,-1.335,43.457,-17.212,-26.917
-0.151,0.076,-1.234,39.307,-26.428,-30.151
-0.110,0.084,-1.152,36.194,-29.236,-28.442
-0.086,0.093,-1.082,33.508,-25.757,-24.719
-0.068,0.083,-1.030,28.564,-18.433,-21.179
-0.058,0.066,-1.012,22.522,-11.597,-18.616
-0.037,0.054,-1.016,17.822,-6.653,-15.991
-0.014,0.041,-1.029,13.550,-2.869,-12.390
-0.001,0.048,-1.040,10.681,0.366,-7.385
0.000,0.070,-1.057,8.850,4.333,-2.380
-0.012,0.089,-1.069,7.507,6.531,1.526

-0.343,0.256,-2.077,126.160,23.010,-13.367
-0.366,0.265,-2.239,138.550,24.231,-10.986
-0.410,0.312,-2.462,156.006,26.978,-9.949
-0.469,0.294,-2.684,184.204,25.635,-17.639
-0.513,0.196,-2.872,222.900,17.639,-33.997
-0.547,0.095,-3.037,270.630,5.676,-53.223
-0.587,-0.022,-3.132,323.975,-8.789,-75.317
-0.645,-0.166,-3.063,382.629,-20.264,-94.849
-0.685,-0.315,-2.874,443.359,-16.113,-106.812
-0.682,-0.397,-2.690,494.080,-0.305,-110.840
-0.597,-0.401,-2.567,529.358,15.137,-109.558
-0.481,-0.360,-2.491,550.171,24.414,-109.863
-0.439,-0.225,-2.546,551.025,21.790,-107.727
-0.482,-0.088,-2.643,539.917,-2.930,-105.225
-0.499,-0.009,-2.548,534.729,-43.823,-108.582
-0.542,-0.004,-2.334,541.870,-68.237,-122.253
-0.518,-0.052,-2.031,555.603,-72.754,-142.212
-0.443,-0.171,-1.731,564.087,-63.477,-164.917
-0.312,-0.304,-1.452,559.387,-44.434,-177.795
-0.218,-0.390,-1.271,545.227,-31.616,-182.251
-0.216,-0.491,-1.111,527.466,-35.889,-187.012
-0.234,-0.557,-0.961,508.179,-49.622,-195.679
-0.254,-0.676,-0.803,492.004,-68.237,-212.402
-0.241,-0.835,-0.565,476.990,-92.896,-232.178
-0.172,-1.016,-0.272,457.336,-117.859,-250.427
-0.038,-1.162,-0.007,433.044,-145.020,-262.878
0.044,-1.206,0.108,408.447,-174.500,-264.526
0.069,-1.275,0.143,382.812,-194.641,-250.061
0.088,-1.431,0.175,358.093,-199.646,-217.407
-0.101,-1.500,0.168,341.431,-192.139,-171.021
-0.338,-1.575,0.165,332.336,-170.105,-125.488
-0.558,-1.792,0.306,331.116,-145.081,-98.022
-0.662,-2.032,0.667,343.079,-127.808,-89.355
-0.695,-2.274,1.142,358.948,-113.342,-88.318
-0.770,-2.467,1.651,365.723,-97.717,-84.900
-0.713,-2.740,2.170,358.521,-74.097,-70.068
-0.553,-2.889,2.718,330.933,-44.617,-45.959
-0.393,-3.031,3.170,277.100,-26.184,-25.696
-0.310,-2.978,3.334,208.740,-11.902,-4.272
-0.207,-2.539,3.112,134.399,6.104,22.583
-0.093,-1.958,2.601,51.270,21.240,43.518
-0.095,-1.329,1.945,-21.301,25.757,44.800
-0.098,-0.749,1.295,-73.059,23.254,37.842
-0.025,-0.310,0.866,-108.154,19.470,32.898
0.118,-0.019,0.605,-125.549,21.912,27.039
0.221,0.178,0.476,-126.160,19.897,21.545
0.274,0.290,0.486,-120.422,9.399,20.752
0.288,0.333,0.579,-113.647,3.845,23.071
0.246,0.321,0.707,-108.765,5.554,24.292
0.196,0.237,0.870,-109.070,6.470,22.278
0.154,0.094,1.021,-116.638,4.456,17.944
0.045,-0.135,1.208,-131.409,1.038,10.803
-0.088,-0.415,1.385,-150.879,-1.404,2.441
-0.183,-0.613,1.577,-169.739,-5.188,-7.446
-0.171,-0.768,1.740,-188.416,-12.451,-29.114
-0.076,-0.941,1.854,-209.045,-20.142,-53.772
-0.006,-1.065,1.891,-224.609,-16.663,-62.866
0.056,-1.106,1.876,-233.887,1.709,-51.147
0.105,-1.090,1.856,-243.347,25.391,-26.489
0.119,-1.061,1.808,-257.874,48.218,2.686
0.126,-1.011,1.694,-280.212,68.542,32.410
0.080,-0.996,1.514,-308.350,83.679,59.998
-0.008,-0.991,1.332,-337.402,93.140,84.595
-0.090,-0.953,1.166,-361.145,98.999,106.445
-0.132,-0.889,1.013,-382.141,104.126,121.399
-0.151,-0.838,0.862,-403.625,105.713,127.014
-0.149,-0.809,0.709,-428.711,104.187,127.930
-0.144,-0.794,0.539,-455.322,103.516,127.625
-0.161,-0.810,0.359,-481.934,103.943,126.465
-0.185,-0.809,0.183,-504.456,102.661,125.427
-0.204,-0.814,0.007,-523.865,99.304,124.146
-0.224,-0.836,-0.175,-542.542,99.915,121.704
-0.247,-0.881,-0.373,-558.533,106.812,120.056
-0.289,-0.961,-0.596,-570.129,116.333,120.117
-0.362,-1.085,-0.831,-579.773,127.869,122.620
-0.493,-1.219,-1.105,-582.703,140.381,127.075
-0.536,-1.227,-1.427,-568.359,149.231,130.798
-0.562,-1.200,-1.755,-549.133,153.442,126.343
-0.614,-1.193,-2.090,-534.302,151.367,117.859
-0.592,-1.181,-2.369,-519.714,146.057,111.938
-0.569,-1.203,-2.616,-502.808,144.165,104.431
-0.569,-1.199,-2.803,-486.755,146.912,97.229
-0.527,-1.072,-2.881,-469.543,152.039,97.900
-0.446,-0.907,-2.897,-447.144,152.100,101.257
-0.426,-0.800,-2.905,-420.654,136.902,100.525
-0.447,-0.672,-2.928,-387.939,104.858,97.534
-0.451,-0.496,-2.927,-344.421,62.073,92.529
-0.454,-0.346,-2.881,-291.809,14.160,86.792
-0.438,-0.157,-2.786,-228.882,-32.104,82.764
-0.405,0.053,-2.620,-161.316,-68.726,74.402
-0.393,0.162,-2.398,-104.980,-90.881,58.472
-0.387,0.170,-2.162,-66.223,-99.976,40.710
-0.342,0.132,-1.942,-40.222,-97.473,26.428
